source_id	title	year	authors	doi	citation_key	zotero_item_key	attachment_keys	candidate_families	catalogue_class	screening_disposition	reason
zotero:AE79AYJV	Tutorial note on the general transmission line theory for a thin wire above the ground	1991-02-00 Feb./1991	J.R. Wait	10.1109/15.68253		AE79AYJV	J7RXUX5J	internal-impedance;external-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:C042; this alternate Zotero item or attachment is not counted again.
zotero:C9ISCHDW	Using Fall-of-Potential Measurements to Improve Deep Soil Resistivity Estimates	2015-11-00 11/2015	Robert D. Southey; Majid Siahrang; Simon Fortin; Farid P. Dawalibi	10.1109/TIA.2015.2428679		C9ISCHDW	IZBSC3EW;WKXL88SX	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:UJ3NHPLQ	556					UJ3NHPLQ	UJ3NHPLQ	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:R9WYMSB3	CableHosting.jl prototype report		Amauri Martins; Dirk Van Hertem; Jef Beertem; Hakan Ergun			R9WYMSB3	SNCNVBYX	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:I72B3D7V	COMPELECENG-D-24-01676_reviewer					I72B3D7V	I72B3D7V	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:U6D4S48Y	Comprehensive analysis of lightning strike activity on the power line for grid connected solar power plant	2022-10-00 10/2022	Emre Demirel; Gülşah Karaca Dolgun; Ali Keçebaş	10.1016/j.epsr.2022.108240		U6D4S48Y	7SLE928E;I5YU8T6S	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a transient, fault, lightning, or harmonic-system calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:S9GQ42PQ	ConferenceProceedings2012					S9GQ42PQ	S9GQ42PQ	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:UMFDXQXZ	EL-4202_1985_Electromagnetic Transients Program (Emtp) Primer					UMFDXQXZ	UMFDXQXZ	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:HIGW8RG9	EL-4651_1986_Electromagnetic Transients Program (Emtp) Workbook II					HIGW8RG9	HIGW8RG9	internal-impedance;external-impedance;insulation-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:YE9JUCVR	Electromagnetic Interferences between Power Systems and Pipelines. Field Vs. Circuit Theory based Models		R Andolfato; D Cuccarollo; I Fara			YE9JUCVR	JTFLGGBT	internal-impedance;external-impedance;insulation-admittance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:7ZM23US2	EPRI AC Transmission Line Reference Book--200 kV and Above, Third Edition					7ZM23US2	RSKKY2CV	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:A47HETJC	EPSR-D-20-02157					A47HETJC	A47HETJC	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:U6N7SWP7	EPSR-D-24-00338_reviewer					U6N7SWP7	U6N7SWP7	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:7LUWPJ3P	EPSR-D-25-00115_R1_reviewer					7LUWPJ3P	7LUWPJ3P	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:4QKNIXW4	EPSR-S-20-03282					4QKNIXW4	4QKNIXW4	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:2DIRHVCQ	EPSR-S-24-07486					2DIRHVCQ	2DIRHVCQ	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:S5MIEYCP	EPSR-S-24-07486__46a40d45					S5MIEYCP	S5MIEYCP	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:Z56QFP92	EPSR_107265_edit_report					Z56QFP92	Z56QFP92	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:HW8FJDSS	III RESEARCH INSTITUTE 10 West 35th Street Chicago, Illinois 60615		J Dabkowski; A Taflove			HW8FJDSS	GSGRC64C	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:YN2UMD9R	Impact of EHV/HV underground power cables on resonant grid behavior	2014-00-00 2014	L Lei Wu; EF Fred Steennis; PAAF Peter Wouters	10.6100/IR781433		YN2UMD9R	NV3VHDWG	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a line or cable application; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:7W64HD6S	Implementation of the universal line model in the alternative transients program✰	2021-08-00 08/2021	Felipe O.S. Zanon; Osis E.S. Leal; Alberto De Conti	10.1016/j.epsr.2021.107311		7W64HD6S	N3XFUTQJ;RR965QQ5	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:HGQXG588	Influence of inductive coupling between leads on resistivity measurements in multilayer soils	1998-10-00 Oct./1998	J. Ma; F.P. Dawalibi	10.1109/61.714431		HGQXG588	3MVE5Z6S;ZQNPQTRC	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:WQYKK3S6	Investigation of AC Leakage Current Density in Electrically Heated Subsea Pipelines as a Function of Pipeline Parameters		Ronald M Bass; Farid Paul Dawalibi; Yexu Li; Simon Fortin; Haijun Zhou			WQYKK3S6	RTE3E4QL	internal-impedance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row zotero:YS2HJ84F; this alternate Zotero item or attachment is not counted again.
zotero:LTK2GRP2	LineCableData					LTK2GRP2	LTK2GRP2	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:SEYWWDEN	Numerical Analysis of Power System Transients and Dynamics	2015-01-01 2015-01-01	Akihiro Ametani	10.1049/PBPO078E		SEYWWDEN	2NJ555IL;3JQE9MJ6	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	The normalized title matches screened ledger row catalogue:N009; this alternate Zotero item or attachment is not counted again.
zotero:PYAT5F97	PropCharsPipeline_En					PYAT5F97	PYAT5F97	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:HEXGZ69T	REALISTIC MODELING OF POWER LINES FOR TRANSIENT ELECTROMAGNETIC INTERFERENCE STUDIES		Amauri Gutierrez Martins Britto			HEXGZ69T	88A48ZCC;QDUS3ZZZ	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:74YWUQSP	Stable thin‐wire model of buried pipe‐type power distribution cables for 3D FDTD transient simulation	2020-12-00 12/2020	Binghao Li; Yuxuan Ding; Yaping Du; Mingli Chen	10.1049/iet-gtd.2020.1150		74YWUQSP	3IAQHVHK	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to a transient, fault, lightning, or harmonic-system calculation; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:5QQ8FAJ9	TB Draft C4.74 20250717_Amauri					5QQ8FAJ9	5QQ8FAJ9	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:D3BZXS2V	Universal Line Model (ULM) Theory and Development	2025-00-00 2025	Alberto De Conti; Ósis E S Leal			D3BZXS2V	QL5P2Z32	internal-impedance;external-impedance;external-admittance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
zotero:KAC5P4PT	Evaluation of the Interference Effects of Hvdc Fault on a Buried Pipeline	2025-00-00 2025	Thibault Dechambenoit; Alain Xemard; Jesus Morales; Jean Mahseredjian; Ahmed Zama; Paola Daza	10.2139/ssrn.5091868		KAC5P4PT	5UI8VGR6;VXZQAYHG	internal-impedance;external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an interference, coupling, or induced-voltage calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:6WVYGP2E	15 Earth Resistivity in Ireland		J M Whelan; B Hanratty; E Morgan			6WVYGP2E	PMSJD6ZK	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern an application outside the indexed formula families; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:K3SACQY4	640					K3SACQY4	K3SACQY4	internal-impedance;external-impedance;insulation-admittance	library-sweep:2026-09-05	duplicate	No independent publication or formula is associated with this attachment or container row.
zotero:CPGH7MMT	Advantages of Soil Resistivity Measurements with Arbitrary Electrode Arrangements	2018-00-00 2018	Octavio Ramos-Leaños; Luis Valcárcel; Amir Hajiaboli; Stephane Franiatte; Farid P Dawalibi			CPGH7MMT	EMS4IQM6;T5CZL3PR	external-impedance	library-sweep:2026-09-05	out-of-scope	The title and available text concern a grounding or soil-resistivity calculation; the source does not define a distinct p.u.l. line or cable parameter relation in the indexed families.
zotero:4MYUKRE5	ANÁLISE DA NORMA NBR 7117 BASEADO NA ESTRATIFICAÇÃO OTIMIZADA DO SOLO A PARTIR DO ALGORITMO DE SUNDE E ALGORITMOS GENÉTICOS					4MYUKRE5	4MYUKRE5	external-impedance	library-sweep:2026-09-05	application-only	The inspected source applies existing parameter relations to an application outside the indexed formula families; it does not define a distinct p.u.l. formula beyond the indexed records.
